keyboard-click	Duration	Event	key-code
N	0.547332	true	10
N	0.038022	true	10
N	0.126686	true	10
N	0.167818	false	10
N	0.135833	true	10
N	0.159878	true	10
N	0.246126	true	10
N	0.764574	true	10
N	0.069638	false	10
N	0.661155	true	10
N	0.996673	true	10
N	0.478224	true	10
N	0.976138	false	10
N	0.467116	false	10
N	0.111012	true	10
N	0.360058	false	10
N	0.297081	false	10
N	0.418589	true	10
N	0.610446	true	10
N	0.612734	false	10
N	0.123049	true	10
N	0.275372	true	10
N	0.254978	false	10
N	0.631633	true	10
N	0.143790	true	10
N	0.852097	true	10
N	0.470915	true	10
N	0.312899	true	10
N	0.973906	true	10
N	0.256417	true	10
N	0.072357	true	10
N	0.078523	true	10
N	0.790472	true	10
N	0.146916	true	10
N	0.463804	true	10
N	0.020702	false	10
N	0.279507	false	10
N	0.337424	false	10
N	0.912358	false	10
N	0.903285	false	10
N	0.081906	false	10
N	0.433021	false	10
N	0.917177	true	10
N	0.862344	true	10
N	0.245646	true	10
N	0.652996	true	10
N	0.420369	false	10
N	0.388944	true	10
N	0.513140	true	10
N	0.583739	true	10
N	0.792537	true	10
N	0.873259	false	10
N	0.891374	false	10
N	0.389539	false	10
N	0.036671	false	10
N	0.008634	true	10
N	0.375405	true	10
N	0.818663	true	10
N	0.825655	true	10
N	0.077908	true	10
N	0.329277	false	10
N	0.920386	false	10
N	0.586447	true	10
N	0.988637	false	10
N	0.619177	true	10
N	0.962784	false	10
N	0.384968	true	10
N	0.890059	false	10
N	0.373080	true	10
N	0.602915	true	10
N	0.862470	false	10
N	0.748897	false	10
N	0.746601	false	10
N	0.100954	false	10
N	0.775420	true	10
N	0.284929	false	10
N	0.577286	false	10
N	0.317241	true	10
N	0.041664	false	10
N	0.704566	true	10
N	0.128154	true	10
N	0.610721	true	10
N	0.550038	true	10
N	0.574069	true	10
N	0.983492	true	10
N	0.575731	false	10
N	0.761131	false	10
N	0.164179	false	10
N	0.880086	false	10
N	0.187431	false	10
N	0.422137	true	10
N	0.330251	false	10
N	0.679998	true	10
N	0.436785	false	10
N	0.119547	false	10
N	0.883155	true	10
N	0.438501	false	10
N	0.067619	true	10
N	0.747302	true	10
N	0.620992	false	10
N	0.534740	false	10
N	0.906458	false	10
N	0.048758	true	10
N	0.659292	true	10
N	0.158996	true	10
N	0.584756	false	10
N	0.617219	false	10
N	0.337107	true	10
N	0.797712	true	10
N	0.362375	true	10
N	0.177801	true	10
N	0.048135	true	10
N	0.411115	true	10
N	0.599771	true	10
N	0.195160	true	10
N	0.995007	true	10
N	0.446957	false	10
N	0.246895	false	10
N	0.269103	false	10
N	0.545296	false	10
N	0.217458	true	10
N	0.607723	false	10
N	0.526775	false	10
N	0.065571	false	10
N	0.453125	false	10
N	0.263801	false	10
N	0.066584	true	10
N	0.227047	true	10
N	0.620559	true	10
N	0.612036	false	10
N	0.210026	true	10
N	0.107591	false	10
N	0.400491	false	10
N	0.553270	true	10
N	0.172941	true	10
N	0.214959	false	10
N	0.188186	false	10
N	0.579827	false	10
N	0.942038	true	10
N	0.545300	true	10
N	0.436711	false	10
N	0.576221	true	10
N	0.490878	true	10
N	0.915847	true	10
N	0.940424	true	10
N	0.372331	true	10
N	0.529235	true	10
N	0.874821	true	10
N	0.728262	false	10
N	0.558488	false	10
N	0.830672	false	10
N	0.234476	false	10
N	0.200154	false	10
N	0.267885	false	10
N	0.380554	true	10
N	0.961466	true	10
N	0.876753	true	10
N	0.940988	true	10
N	0.196913	false	10
N	0.643907	true	10
N	0.395124	true	10
N	0.728349	false	10
N	0.735118	true	10
N	0.916869	false	10
N	0.416024	false	10
N	0.902104	false	10
N	0.162990	true	10
N	0.343877	false	10
N	0.501015	true	10
N	0.919076	true	10
N	0.806512	true	10
N	0.911559	true	10
N	0.882257	false	10
N	0.092136	true	10
N	0.634305	false	10
N	0.954388	true	10
N	0.700577	false	10
N	0.278072	true	10
N	0.879074	true	10
N	0.048174	false	10
N	0.975107	false	10
N	0.125531	false	10
N	0.255813	false	10
N	0.604098	false	10
N	0.796240	false	10
N	0.934811	true	10
N	0.145318	false	10
N	0.878772	true	10
N	0.997391	true	10
N	0.704883	true	10
N	0.232861	true	10
N	0.386249	false	10
N	0.322499	false	10
N	0.243113	false	10
N	0.789793	false	10
N	0.069001	true	10
N	0.024721	false	10
N	0.985326	true	10
N	0.814237	true	10
N	0.942531	false	10
N	0.950435	true	10
N	0.399656	false	10
N	0.957836	false	10
N	0.373466	true	10
N	0.390203	true	10
N	0.315609	true	10
N	0.448351	false	10
N	0.601389	true	10
N	0.131775	false	10
N	0.308471	false	10
N	0.779137	true	10
N	0.976019	true	10
N	0.653250	true	10
N	0.935680	false	10
N	0.050206	true	10
N	0.417889	false	10
N	0.797863	true	10
N	0.896275	false	10
N	0.131878	true	10
N	0.616345	true	10
N	0.061065	false	10
N	0.522479	false	10
N	0.174471	false	10
N	0.170847	false	10
N	0.343091	false	10
N	0.088351	false	10
N	0.532422	true	10
N	0.590721	false	10
N	0.141439	true	10
N	0.629473	false	10
N	0.159379	false	10
N	0.629184	false	10
N	0.000181	false	10
N	0.659374	false	10
N	0.822608	false	10
N	0.578501	false	10
N	0.813441	true	10
N	0.989798	false	10
N	0.731152	false	10
N	0.585382	false	10
N	0.459399	false	10
N	0.247487	true	10
N	0.154035	true	10
N	0.335029	true	10
N	0.130106	true	10
N	0.057355	true	10
N	0.579772	false	10
N	0.619079	true	10
N	0.309417	true	10
N	0.944230	false	10
N	0.159711	false	10
N	0.237392	false	10
N	0.087794	false	10
N	0.434203	false	10
N	0.423683	true	10
N	0.267914	true	10
N	0.008004	true	10
N	0.915080	false	10
N	0.969783	true	10
N	0.278188	true	10
N	0.625396	true	10
N	0.735891	false	10
N	0.852812	true	10
N	0.982207	false	10
N	0.410812	false	10
N	0.430118	true	10
N	0.158065	false	10
N	0.275531	true	10
N	0.356277	false	10
N	0.786472	true	10
N	0.255937	false	10
N	0.901328	false	10
N	0.689741	false	10
N	0.263350	false	10
N	0.641879	true	10
N	0.556912	true	10
N	0.323429	true	10
N	0.971408	false	10
N	0.506076	false	10
N	0.537314	false	10
N	0.544731	false	10
N	0.930287	false	10
N	0.490840	false	10
N	0.777013	false	10
N	0.580861	true	10
N	0.681123	true	10
N	0.441350	false	10
N	0.887280	false	10
N	0.645504	false	10
N	0.926388	true	10
N	0.541768	false	10
N	0.912276	false	10
N	0.489775	false	10
N	0.230664	false	10
N	0.038498	false	10
N	0.414182	false	10
N	0.727204	false	10
N	0.690588	false	10
N	0.143666	true	10
N	0.763124	false	10
N	0.444495	false	10
N	0.514830	true	10
N	0.962356	true	10
N	0.432557	false	10
N	0.314091	false	10
N	0.533311	true	10
N	0.279454	false	10
N	0.087758	true	10
N	0.391688	true	10
N	0.389568	true	10
N	0.320318	true	10
N	0.924188	true	10
N	0.933895	true	10
N	0.195423	true	10
N	0.506244	true	10
N	0.367785	true	10
N	0.654328	true	10
N	0.288368	true	10
N	0.041161	false	10
N	0.828359	false	10
N	0.704126	true	10
N	0.098170	false	10
N	0.485739	false	10
N	0.622060	true	10
N	0.484312	true	10
N	0.859669	false	10
N	0.014041	false	10
N	0.349706	false	10
N	0.982516	true	10
N	0.446378	false	10
N	0.050122	true	10
N	0.350998	true	10
N	0.412394	true	10
N	0.251404	true	10
N	0.725927	false	10
N	0.353483	false	10
N	0.070874	true	10
N	0.250535	false	10
N	0.849521	false	10
N	0.729394	false	10
N	0.025667	false	10
N	0.909823	true	10
N	0.063225	true	10
N	0.352140	false	10
N	0.020369	false	10
N	0.272629	true	10
N	0.379647	false	10
N	0.671487	true	10
N	0.211550	true	10
N	0.666252	true	10
N	0.581523	true	10
N	0.492203	false	10
N	0.705116	true	10
N	0.644630	false	10
N	0.919222	true	10
N	0.093168	false	10
N	0.096158	true	10
N	0.515329	false	10
N	0.484615	true	10
N	0.896303	false	10
N	0.740207	true	10
N	0.184401	false	10
N	0.175428	false	10
N	0.488525	false	10
N	0.424346	true	10
N	0.791633	true	10
N	0.148254	true	10
N	0.011378	true	10
N	0.568855	false	10
N	0.692865	true	10
N	0.347411	false	10
N	0.346361	false	10
N	0.852628	true	10
N	0.470881	false	10
N	0.250947	true	10
N	0.198685	true	10
N	0.326791	false	10
N	0.388963	true	10
N	0.672272	true	10
N	0.379741	false	10
N	0.086992	true	10
N	0.454482	true	10
N	0.904196	true	10
N	0.045647	false	10
N	0.562660	false	10
N	0.628169	true	10
N	0.048329	false	10
N	0.763382	true	10
N	0.052445	false	10
N	0.958231	true	10
N	0.425114	false	10
N	0.133947	true	10
N	0.881596	true	10
N	0.159062	true	10
N	0.139817	true	10
N	0.033203	false	10
N	0.378858	true	10
N	0.793452	false	10
N	0.365943	false	10
N	0.687433	true	10
N	0.429831	true	10
N	0.965838	true	10
N	0.247178	false	10
N	0.925978	false	10
N	0.139579	true	10
N	0.559819	false	10
N	0.906536	false	10
N	0.027673	true	10
N	0.854955	true	10
N	0.461343	false	10
N	0.585046	false	10
N	0.425941	true	10
N	0.432323	false	10
N	0.258035	true	10
N	0.037806	false	10
N	0.081903	false	10
N	0.028326	true	10
N	0.371729	true	10
N	0.833372	true	10
N	0.452004	true	10
N	0.268159	false	10
N	0.262126	false	10
N	0.345659	false	10
N	0.439250	true	10
N	0.948804	true	10
N	0.222742	true	10
N	0.903893	false	10
N	0.826532	true	10
N	0.572566	false	10
N	0.426980	true	10
N	0.137476	true	10
N	0.986514	true	10
N	0.864880	true	10
N	0.686156	false	10
N	0.927066	true	10
N	0.335968	true	10
N	0.831859	false	10
N	0.744494	false	10
N	0.754907	true	10
N	0.405171	false	10
N	0.649973	false	10
N	0.075977	true	10
N	0.119495	false	10
N	0.045438	false	10
N	0.825072	false	10
N	0.332865	false	10
N	0.575249	true	10
N	0.409398	false	10
N	0.095626	true	10
N	0.542726	false	10
N	0.679081	true	10
N	0.659978	true	10
N	0.965126	true	10
N	0.955267	true	10
N	0.996793	true	10
N	0.467661	true	10
N	0.558077	false	10
N	0.046788	true	10
N	0.889788	true	10
N	0.962253	true	10
N	0.387047	true	10
N	0.274298	true	10
N	0.728304	false	10
N	0.900616	false	10
N	0.793821	false	10
N	0.844884	true	10
N	0.800470	false	10
N	0.090975	false	10
N	0.632853	true	10
N	0.999379	true	10
N	0.330740	true	10
N	0.732223	false	10
N	0.061069	false	10
N	0.363570	true	10
N	0.007278	false	10
N	0.157109	false	10
N	0.549516	true	10
N	0.045676	false	10
N	0.081030	true	10
N	0.406084	true	10
N	0.563193	true	10
N	0.860211	true	10
N	0.499499	true	10
N	0.297462	false	10
N	0.865249	true	10
N	0.027760	false	10
N	0.206921	true	10
N	0.289707	true	10
N	0.705768	false	10
N	0.464502	false	10
N	0.671171	false	10
N	0.396785	true	10
N	0.996710	false	10
N	0.707880	false	10
N	0.876488	false	10
N	0.134963	true	10
N	0.537645	false	10
N	0.088759	false	10
N	0.875384	true	10
N	0.659239	false	10
N	0.733898	true	10
N	0.511961	false	10
N	0.546739	true	10
N	0.791689	false	10
N	0.389892	false	10
N	0.642222	false	10
N	0.797117	false	10
N	0.891598	false	10
N	0.029188	true	10
N	0.668090	false	10
N	0.512398	false	10
N	0.930031	true	10
N	0.101975	false	10
N	0.552560	true	10
N	0.201823	false	10
N	0.537100	true	10
N	0.222703	true	10
N	0.087347	false	10
N	0.486610	true	10
N	0.919201	false	10
N	0.133703	true	10
N	0.576512	false	10
N	0.700951	false	10
N	0.972791	false	10
N	0.097648	false	10
N	0.549345	true	10
N	0.035362	false	10
N	0.119272	true	10
N	0.855248	false	10
N	0.932650	false	10
N	0.503734	false	10
N	0.128395	true	10
N	0.081413	true	10
N	0.792118	false	10
N	0.361224	false	10
N	0.283859	false	10
N	0.394722	true	10
N	0.348266	false	10
N	0.774121	false	10
N	0.292545	false	10
N	0.931589	true	10
N	0.939333	true	10
N	0.463365	true	10
N	0.664734	true	10
N	0.891263	true	10
N	0.481383	false	10
N	0.275094	false	10
N	0.371317	false	10
N	0.430538	true	10
N	0.985757	false	10
N	0.849102	false	10
N	0.875684	true	10
N	0.382358	false	10
N	0.895806	false	10
N	0.804959	true	10
N	0.405043	false	10
N	0.183951	false	10
N	0.427299	false	10
N	0.146566	false	10
N	0.993447	true	10
N	0.523467	false	10
N	0.213145	true	10
N	0.576580	true	10
N	0.977460	true	10
N	0.643588	true	10
N	0.461547	true	10
N	0.746763	true	10
N	0.948420	true	10
N	0.753866	true	10
N	0.526829	false	10
N	0.837096	true	10
N	0.520190	false	10
N	0.900066	false	10
N	0.494550	true	10
N	0.249203	false	10
N	0.731847	true	10
N	0.526223	false	10
N	0.638952	false	10
N	0.509329	false	10
N	0.210266	true	10
N	0.713642	false	10
N	0.553792	false	10
N	0.494634	true	10
N	0.187356	false	10
N	0.773242	true	10
N	0.001176	true	10
N	0.705596	true	10
N	0.036531	true	10
N	0.419520	false	10
N	0.680536	true	10
N	0.886861	false	10
N	0.093148	true	10
N	0.661910	true	10
N	0.053311	false	10
N	0.317563	false	10
N	0.347568	true	10
N	0.202740	false	10
N	0.111272	true	10
N	0.853204	true	10
N	0.287900	false	10
N	0.637880	true	10
N	0.616018	false	10
N	0.596754	false	10
N	0.852312	false	10
N	0.316885	true	10
N	0.713439	false	10
N	0.873945	false	10
N	0.961013	true	10
N	0.393534	false	10
N	0.035712	false	10
N	0.031378	true	10
N	0.808472	false	10
N	0.653785	false	10
N	0.456064	true	10
N	0.943007	true	10
N	0.041639	true	10
N	0.414449	false	10
N	0.573186	true	10
N	0.509001	false	10
N	0.452133	false	10
N	0.088818	true	10
N	0.573623	true	10
N	0.537937	true	10
N	0.086800	false	10
N	0.503272	false	10
N	0.185185	false	10
N	0.548001	true	10
N	0.799815	false	10
N	0.363321	false	10
N	0.760902	false	10
N	0.612683	true	10
N	0.400904	true	10
N	0.393398	false	10
N	0.697348	true	10
N	0.076886	true	10
N	0.287335	true	10
N	0.794384	false	10
N	0.467354	true	10
N	0.498631	false	10
N	0.823788	false	10
N	0.059163	false	10
N	0.831972	true	10
N	0.629239	false	10
N	0.373851	false	10
N	0.464190	false	10
N	0.396204	false	10
N	0.270869	false	10
N	0.535631	false	10
N	0.895255	true	10
N	0.860910	false	10
N	0.809580	false	10
N	0.869957	false	10
N	0.339238	false	10
N	0.378721	false	10
N	0.943838	false	10
N	0.253113	false	10
N	0.225112	false	10
N	0.147747	true	10
N	0.765185	false	10
N	0.172394	true	10
N	0.275050	false	10
N	0.134073	true	10
N	0.315808	false	10
N	0.142213	false	10
N	0.638792	true	10
N	0.883953	true	10
N	0.301813	false	10
N	0.650535	false	10
N	0.236467	false	10
N	0.224251	false	10
N	0.100848	true	10
N	0.243489	false	10
N	0.650579	true	10
N	0.133546	false	10
N	0.501113	true	10
N	0.777260	true	10
N	0.155776	true	10
N	0.981645	true	10
N	0.771019	false	10
N	0.823900	false	10
N	0.047425	true	10
N	0.125348	true	10
N	0.054342	false	10
N	0.832390	true	10
N	0.003395	false	10
N	0.588697	false	10
N	0.122145	false	10
N	0.404118	true	10
N	0.311457	true	10
N	0.466824	false	10
N	0.265221	false	10
N	0.291648	true	10
N	0.203323	true	10
N	0.897696	false	10
N	0.273672	true	10
N	0.761573	false	10
N	0.642689	false	10
N	0.201102	true	10
N	0.492560	false	10
N	0.140267	true	10
N	0.514109	true	10
N	0.163895	false	10
N	0.015758	true	10
N	0.540392	true	10
N	0.875756	false	10
N	0.472418	false	10
N	0.623277	false	10
N	0.012869	false	10
N	0.954980	true	10
N	0.453560	true	10
N	0.915661	true	10
N	0.716560	false	10
N	0.369409	false	10
N	0.793892	true	10
N	0.696841	false	10
N	0.031032	false	10
N	0.054670	false	10
N	0.945689	false	10
N	0.393152	false	10
N	0.060992	true	10
N	0.098630	true	10
N	0.151360	false	10
N	0.519412	true	10
N	0.680065	true	10
N	0.068596	false	10
N	0.596475	true	10
N	0.383262	true	10
N	0.988813	true	10
N	0.366391	false	10
N	0.937629	false	10
N	0.195896	true	10
N	0.167465	false	10
N	0.205604	false	10
N	0.914958	true	10
N	0.578341	false	10
N	0.177226	true	10
N	0.967060	true	10
N	0.385024	false	10
N	0.239807	false	10
N	0.727209	false	10
N	0.533235	true	10
N	0.835455	true	10
N	0.139050	true	10
N	0.384041	false	10
N	0.940233	true	10
N	0.069728	true	10
N	0.467778	true	10
N	0.619505	false	10
N	0.516705	false	10
N	0.819530	true	10
N	0.602159	true	10
N	0.869830	true	10
N	0.646206	false	10
N	0.483274	true	10
N	0.747520	true	10
N	0.963332	true	10
N	0.164605	true	10
N	0.272657	false	10
N	0.344559	true	10
N	0.063794	false	10
N	0.965844	false	10
N	0.282663	true	10
N	0.397447	false	10
N	0.792043	true	10
N	0.306397	false	10
N	0.912961	true	10
N	0.379870	false	10
N	0.971024	true	10
N	0.828344	true	10
N	0.165519	true	10
N	0.105871	true	10
N	0.993404	false	10
N	0.386131	false	10
N	0.399696	false	10
N	0.307692	true	10
N	0.754719	false	10
N	0.852513	true	10
N	0.697475	false	10
N	0.252822	false	10
N	0.138162	false	10
N	0.035068	false	10
N	0.483139	true	10
N	0.748928	false	10
N	0.917255	true	10
N	0.248841	false	10
N	0.526307	true	10
N	0.360027	true	10
N	0.519905	false	10
N	0.085731	true	10
N	0.811021	false	10
N	0.854490	true	10
N	0.267256	false	10
N	0.264245	false	10
N	0.568281	false	10
N	0.293727	true	10
N	0.884677	true	10
N	0.869990	false	10
N	0.361166	true	10
N	0.904824	true	10
N	0.150468	false	10
N	0.842800	false	10
N	0.013843	false	10
N	0.352506	false	10
N	0.505506	true	10
N	0.962412	false	10
N	0.478917	false	10
N	0.031157	false	10
N	0.334415	false	10
N	0.821226	true	10
N	0.738287	false	10
N	0.416555	true	10
N	0.857045	false	10
N	0.313410	false	10
N	0.321703	true	10
N	0.042616	false	10
N	0.992509	false	10
N	0.626787	false	10
N	0.448325	true	10
N	0.801947	false	10
N	0.687826	true	10
N	0.480981	true	10
N	0.389708	true	10
N	0.212037	true	10
N	0.738258	false	10
N	0.897280	false	10
N	0.770575	true	10
N	0.608810	true	10
N	0.392788	true	10
N	0.032411	false	10
N	0.274885	false	10
N	0.448374	true	10
N	0.757551	false	10
N	0.844990	false	10
N	0.374012	false	10
N	0.083499	false	10
N	0.784425	true	10
N	0.364649	true	10
N	0.389871	false	10
N	0.822617	true	10
N	0.121810	false	10
N	0.467455	true	10
N	0.508151	true	10
N	0.599686	false	10
N	0.502493	false	10
N	0.789146	false	10
N	0.750855	false	10
N	0.893004	false	10
N	0.763948	false	10
N	0.689243	false	10
N	0.602945	true	10
N	0.144073	true	10
N	0.491317	true	10
N	0.132267	true	10
N	0.809483	false	10
N	0.248484	true	10
N	0.967857	true	10
N	0.188238	false	10
N	0.676411	false	10
N	0.905311	false	10
N	0.697397	false	10
N	0.007053	true	10
N	0.367456	false	10
N	0.639769	true	10
N	0.773365	false	10
N	0.905837	false	10
N	0.077178	false	10
N	0.139284	true	10
N	0.596024	false	10
N	0.228591	false	10
N	0.909512	false	10
N	0.368432	false	10
N	0.237043	false	10
N	0.447779	true	10
N	0.168257	true	10
N	0.745682	false	10
N	0.624967	false	10
N	0.302501	true	10
N	0.061810	true	10
N	0.124581	false	10
N	0.374027	false	10
N	0.524308	false	10
N	0.187367	false	10
N	0.831615	false	10
N	0.445682	true	10
N	0.430024	true	10
N	0.825591	true	10
N	0.143876	false	10
N	0.306533	false	10
N	0.163178	false	10
N	0.990740	true	10
N	0.708361	false	10
N	0.409819	true	10
N	0.063508	false	10
N	0.440701	true	10
N	0.454490	true	10
N	0.118762	false	10
N	0.129343	true	10
N	0.138617	false	10
N	0.877037	false	10
N	0.962282	false	10
N	0.804572	true	10
N	0.950415	false	10
N	0.631692	false	10
N	0.141119	false	10
N	0.679135	true	10
N	0.226833	false	10
N	0.061411	false	10
N	0.703331	true	10
N	0.067871	true	10
N	0.755498	true	10
N	0.561392	true	10
N	0.277169	true	10
N	0.479237	false	10
N	0.065757	false	10
N	0.934286	true	10
N	0.335145	false	10
N	0.862452	true	10
N	0.875860	true	10
N	0.482451	false	10
N	0.016933	true	10
N	0.857441	false	10
N	0.121921	true	10
N	0.227693	false	10
N	0.058831	false	10
N	0.888823	false	10
N	0.435919	true	10
N	0.620923	false	10
N	0.227378	false	10
N	0.762819	true	10
N	0.639857	true	10
N	0.112149	true	10
N	0.043067	true	10
N	0.025484	false	10
N	0.704852	false	10
N	0.236754	true	10
N	0.568250	false	10
N	0.663882	false	10
N	0.866431	true	10
N	0.985718	false	10
N	0.032685	true	10
N	0.369735	true	10
N	0.986316	false	10
N	0.671212	false	10
N	0.755100	true	10
N	0.273809	false	10
N	0.784544	true	10
N	0.457174	false	10
N	0.309976	true	10
N	0.745459	false	10
N	0.555181	false	10
N	0.358582	false	10
N	0.651450	false	10
N	0.300480	true	10
N	0.532191	true	10
N	0.200481	false	10
N	0.340093	true	10
N	0.944048	false	10
N	0.759611	true	10
N	0.054121	true	10
N	0.665663	false	10
N	0.316153	true	10
N	0.383703	false	10
N	0.961892	false	10
N	0.306961	false	10
N	0.002274	true	10
N	0.786628	false	10
N	0.864724	false	10
N	0.252424	true	10
N	0.656470	false	10
N	0.683417	false	10
N	0.697096	false	10
N	0.173694	true	10
N	0.094726	false	10
N	0.246599	true	10
N	0.897720	true	10
N	0.152331	false	10
N	0.022700	false	10
N	0.919700	true	10
N	0.367020	true	10
N	0.060996	false	10
N	0.346928	false	10
N	0.084593	false	10
N	0.578975	false	10
N	0.571920	false	10
N	0.888049	false	10
N	0.004447	false	10
N	0.723820	false	10
N	0.526467	true	10
N	0.346589	false	10
N	0.930379	false	10
N	0.689539	false	10
N	0.707180	true	10
N	0.453877	false	10
N	0.938571	false	10
N	0.524660	true	10
N	0.381943	false	10
